subject,group,list,cue,target,practice,test,onset
41,immediate,1,snow,horse,T,NaN,1910661.35420393
41,immediate,1,pipe,brake,,1,1910665.85387808
41,immediate,1,coast,ball,,NaN,1910670.35357337
41,immediate,1,juice,whip,,1,1910674.8532765
41,immediate,1,corpse,husband,,NaN,1910679.35296545
41,immediate,1,pool,machine,,NaN,1910683.85264081
41,immediate,1,powder,magician,S,1,1910688.35233308
41,immediate,1,card,spider,S,NaN,1910692.85202474
41,immediate,1,fountain,turtle,T,1,1910697.35171339
41,immediate,1,beast,brandy,,1,1910701.85140475
41,immediate,1,sting,horse,,1,1910706.35109611
41,immediate,1,drill,brake,T,NaN,1910710.85078687
41,immediate,1,leopard,ball,,1,1910715.35047672
41,immediate,1,bridge,whip,,NaN,1910719.85017171
41,immediate,1,dial,husband,T,1,1910724.34989174
41,immediate,1,rocket,machine,S,1,1910728.84956228
41,immediate,1,foot,magician,,NaN,1910733.34924277
41,immediate,1,aunt,spider,,1,1910737.84893685
41,immediate,1,ranch,turtle,,NaN,1910742.3486267
41,immediate,1,cereal,brandy,S,NaN,1910746.84831565
41,immediate,2,grass,rope,T,NaN,1910936.15206679
41,immediate,2,wolf,coal,,NaN,1910940.65175845
41,immediate,2,racket,magazine,,1,1910945.15145404
41,immediate,2,breakfast,rabbit,T,1,1910949.65115114
41,immediate,2,bread,station,,1,1910954.15084009
41,immediate,2,wheel,bus,S,NaN,1910958.65052481
41,immediate,2,parade,boat,,NaN,1910963.15023035
41,immediate,2,spaghetti,costume,S,1,1910967.64992232
41,immediate,2,court,flag,,NaN,1910972.14961579
41,immediate,2,market,palm,,1,1910976.64931108
41,immediate,2,mattress,rope,,1,1910981.14900516
41,immediate,2,sword,coal,S,1,1910985.64869803
41,immediate,2,lane,magazine,,NaN,1910990.14839331
41,immediate,2,pencil,rabbit,,NaN,1910994.64808951
41,immediate,2,herd,station,T,NaN,1910999.14778087
41,immediate,2,squirrel,bus,,1,1911003.64749094
41,immediate,2,doll,boat,,1,1911008.14717174
41,immediate,2,porch,costume,,NaN,1911012.64686672
41,immediate,2,cook,flag,T,1,1911017.14655869
41,immediate,2,butter,palm,S,NaN,1911021.64625398
41,immediate,3,pork,saddle,,NaN,1911189.36819935
41,immediate,3,factory,road,S,1,1911193.86788649
41,immediate,3,arrow,peanut,T,1,1911198.36758328
41,immediate,3,cabinet,hair,,1,1911202.86728642
41,immediate,3,farm,flame,,1,1911207.36697174
41,immediate,3,toothbrush,breast,,1,1911211.86666703
41,immediate,3,gravy,sock,T,NaN,1911216.36636171
41,immediate,3,steak,bee,,NaN,1911220.8660573
41,immediate,3,cherry,thumb,S,NaN,1911225.36575017
41,immediate,3,toilet,cart,,NaN,1911229.86544696
41,immediate,3,band,saddle,,1,1911234.36514165
41,immediate,3,milk,road,,NaN,1911238.86483603
41,immediate,3,hammer,peanut,,NaN,1911243.36453161
41,immediate,3,mouse,hair,S,NaN,1911247.86422599
41,immediate,3,goat,flame,T,NaN,1911252.36392037
41,immediate,3,shell,breast,,NaN,1911256.86361475
41,immediate,3,chapel,sock,,1,1911261.36330913
41,immediate,3,plane,bee,T,1,1911265.86302102
41,immediate,3,cell,thumb,,1,1911270.36271178
41,immediate,3,platform,cart,S,1,1911274.86239378
41,immediate,4,wing,instrument,,1,1911740.51417156
41,immediate,4,boss,emperor,T,1,1911745.01384813
41,immediate,4,gift,bat,S,NaN,1911749.51357209
41,immediate,4,choir,prison,,NaN,1911754.01324323
41,immediate,4,ribbon,planet,,1,1911758.51294998
41,immediate,4,cabin,cigar,,NaN,1911763.01262535
41,immediate,4,knee,toast,,1,1911767.51233935
41,immediate,4,priest,deer,,NaN,1911772.01201229
41,immediate,4,ocean,camel,T,NaN,1911776.5117278
41,immediate,4,blade,spice,S,1,1911781.01140256
41,immediate,4,floor,instrument,,NaN,1911785.51111868
41,immediate,4,train,emperor,,NaN,1911790.01079102
41,immediate,4,cottage,bat,,1,1911794.51047725
41,immediate,4,hill,prison,S,1,1911799.01018129
41,immediate,4,beef,planet,S,NaN,1911803.50986299
41,immediate,4,spring,cigar,,1,1911808.00956764
41,immediate,4,shield,toast,T,NaN,1911812.50925809
41,immediate,4,cotton,deer,T,1,1911817.00896636
41,immediate,4,rock,camel,,1,1911821.50864685
41,immediate,4,fireplace,spice,,NaN,1911826.00834606
41,immediate,5,wedding,bomb,,1,1912020.49513619
41,immediate,5,dummy,castle,,1,1912024.99482786
41,immediate,5,wall,cheek,S,1,1912029.49452495
41,immediate,5,cake,storm,,NaN,1912033.99421963
41,immediate,5,key,root,,NaN,1912038.49391583
41,immediate,5,gorilla,note,T,1,1912042.99361081
41,immediate,5,pillow,test,,1,1912047.49330368
41,immediate,5,hurricane,novel,T,NaN,1912051.993005
41,immediate,5,circus,liquor,,NaN,1912056.49269968
41,immediate,5,salt,stove,S,NaN,1912060.99238984
41,immediate,5,dame,bomb,T,NaN,1912065.49208754
41,immediate,5,pier,castle,S,NaN,1912069.99178101
41,immediate,5,vest,cheek,,NaN,1912074.49147721
41,immediate,5,briefcase,storm,,1,1912078.99116917
41,immediate,5,poison,root,T,1,1912083.49088015
41,immediate,5,nail,note,,NaN,1912087.99056185
41,immediate,5,lemon,test,,NaN,1912092.49025593
41,immediate,5,portrait,novel,,1,1912096.98994941
41,immediate,5,package,liquor,S,1,1912101.4896462
41,immediate,5,dirt,stove,,1,1912105.98934119
41,immediate,6,string,light,,NaN,1912282.2773978
41,immediate,6,furniture,glove,S,1,1912286.77709309
41,immediate,6,pigeon,orchestra,,NaN,1912291.27679079
41,immediate,6,cat,tent,,1,1912295.77648366
41,immediate,6,copper,needle,,NaN,1912300.27617925
41,immediate,6,garbage,television,T,1,1912304.77587876
41,immediate,6,seed,rabbi,T,NaN,1912309.27557676
41,immediate,6,dollar,bed,,1,1912313.7752639
41,immediate,6,land,giant,,1,1912318.27496039
41,immediate,6,monk,worm,S,NaN,1912322.77466081
41,immediate,6,blanket,light,S,1,1912327.27435247
41,immediate,6,skull,glove,,NaN,1912331.77404625
41,immediate,6,pumpkin,orchestra,,1,1912336.27374093
41,immediate,6,brick,tent,S,NaN,1912340.7734332
41,immediate,6,chest,needle,T,1,1912345.27312878
41,immediate,6,sail,television,,NaN,1912349.77282467
41,immediate,6,feast,rabbi,,1,1912354.27252237
41,immediate,6,globe,bed,T,NaN,1912358.77221766
41,immediate,6,passenger,giant,,NaN,1912363.27191355
41,immediate,6,potato,worm,,1,1912367.77164083
41,immediate,7,badge,coffin,,NaN,1912832.60677453
41,immediate,7,shirt,morphine,,1,1912837.10646981
41,immediate,7,cloud,hook,S,NaN,1912841.60615936
41,immediate,7,wheat,path,T,1,1912846.10585767
41,immediate,7,desk,minister,S,1,1912850.6055771
41,immediate,7,chain,medal,,1,1912855.10524492
41,immediate,7,sheep,mule,,NaN,1912859.60494232
41,immediate,7,lion,meal,,NaN,1912864.10464213
41,immediate,7,hood,toe,T,NaN,1912868.60434587
41,immediate,7,spark,page,,1,1912873.10402516
41,immediate,7,pond,coffin,,1,1912877.60372225
41,immediate,7,sponge,morphine,S,NaN,1912882.10341724
41,immediate,7,mayor,hook,,1,1912886.60313063
41,immediate,7,corn,path,,NaN,1912891.10280389
41,immediate,7,child,minister,,NaN,1912895.60250038
41,immediate,7,admiral,medal,T,NaN,1912900.10219385
41,immediate,7,marble,mule,T,1,1912904.60189035
41,immediate,7,officer,meal,S,1,1912909.10158654
41,immediate,7,smoke,toe,,1,1912913.60127669
41,immediate,7,tunnel,page,,NaN,1912918.10097107
41,immediate,8,wind,poster,,1,1913083.30642611
41,immediate,8,gate,jury,T,NaN,1913087.80607702
41,immediate,8,kiss,tank,S,NaN,1913092.30583117
41,immediate,8,tail,maiden,S,1,1913096.80552736
41,immediate,8,tape,policeman,,1,1913101.30520483
41,immediate,8,soil,garlic,T,1,1913105.80485786
41,immediate,8,honeymoon,wire,,1,1913110.30459722
41,immediate,8,tooth,balloon,,NaN,1913114.80429401
41,immediate,8,ear,artist,,NaN,1913119.30398869
41,immediate,8,church,necklace,,NaN,1913123.80363689
41,immediate,8,fork,poster,,NaN,1913128.30337595
41,immediate,8,ferry,jury,,1,1913132.80306399
41,immediate,8,cookie,tank,,1,1913137.30272033
41,immediate,8,shore,maiden,,NaN,1913141.80245214
41,immediate,8,photograph,policeman,T,NaN,1913146.30215316
41,immediate,8,king,garlic,,NaN,1913150.80185056
41,immediate,8,bishop,wire,S,NaN,1913155.30153408
41,immediate,8,river,balloon,T,1,1913159.80119676
41,immediate,8,ring,artist,,1,1913164.30088993
41,immediate,8,hat,necklace,S,1,1913168.80062899
41,immediate,9,banana,spoon,S,1,1913344.93865085
41,immediate,9,crowd,ship,T,1,1913349.43838447
41,immediate,9,essay,bucket,,1,1913353.93807009
41,immediate,9,barrel,suitcase,T,NaN,1913358.43776327
41,immediate,9,messenger,tiger,,NaN,1913362.93746248
41,immediate,9,store,clock,,NaN,1913367.43715716
41,immediate,9,straw,sweat,,NaN,1913371.93685335
41,immediate,9,candle,jelly,,1,1913376.43654622
41,immediate,9,tomb,nurse,S,NaN,1913380.9362397
41,immediate,9,meat,hotel,,1,1913385.43594253
41,immediate,9,frog,spoon,,NaN,1913389.93563117
41,immediate,9,patch,ship,,NaN,1913394.4353328
41,immediate,9,city,bucket,,NaN,1913398.93502144
41,immediate,9,newspaper,suitcase,,1,1913403.43471673
41,immediate,9,film,tiger,T,1,1913407.93441443
41,immediate,9,candy,clock,,1,1913412.43412571
41,immediate,9,helmet,sweat,S,1,1913416.93380319
41,immediate,9,cross,jelly,S,NaN,1913421.43350119
41,immediate,9,colonel,nurse,,1,1913425.93319406
41,immediate,9,deck,hotel,T,NaN,1913430.43288572
41,immediate,10,stake,barn,T,1,1913566.54032205
41,immediate,10,forehead,aisle,,NaN,1913571.04002488
41,immediate,10,brain,tea,T,NaN,1913575.53971896
41,immediate,10,rice,drain,,1,1913580.03943417
41,immediate,10,bloom,spot,S,1,1913584.53911587
41,immediate,10,bush,brat,S,NaN,1913589.03880482
41,immediate,10,shed,bracelet,,NaN,1913593.53854267
41,immediate,10,guitar,salad,,NaN,1913598.03820807
41,immediate,10,swamp,mouth,,1,1913602.53788856
41,immediate,10,apartment,satellite,,1,1913607.03758596
41,immediate,10,janitor,barn,,NaN,1913611.53726495
41,immediate,10,cheese,aisle,T,1,1913616.03697925
41,immediate,10,cup,tea,,1,1913620.53668329
41,immediate,10,vault,drain,T,NaN,1913625.03636348
41,immediate,10,wood,spot,,NaN,1913629.53605696
41,immediate,10,chicken,brat,,1,1913634.03575768
41,immediate,10,ceiling,bracelet,S,1,1913638.53545357
41,immediate,10,button,salad,,1,1913643.03516183
41,immediate,10,plate,mouth,,NaN,1913647.5348384
41,immediate,10,knife,satellite,S,NaN,1913652.03453489
